DateTime,Stamp,Open,High,Low,Close,Volume
13/02/2018 04:00,1518494400,7015,7159,7151.66,7015.06,28.52992474
13/02/2018 05:00,1518498000,7015.05,7055.9,7015.06,7055.01,30.20998148
13/02/2018 06:00,1518501600,7031.01,7140,7055.01,7140,37.99702934
13/02/2018 07:00,1518505200,7094,7168.78,7138.87,7100.03,44.82890116
13/02/2018 08:00,1518508800,6930.85,7102.26,7100,6988,105.2074405
13/02/2018 09:00,1518512400,6850,7010,6988,6907.49,95.38620787
13/02/2018 10:00,1518516000,6828.5,7000,6907.45,6969.48,58.87551016
13/02/2018 11:00,1518519600,6892.94,6999.98,6969.48,6965.01,43.81095155
13/02/2018 12:00,1518523200,6916,7000,6965,7000,42.05051694
13/02/2018 13:00,1518526800,6975.01,7100,7000,7042.13,49.52867267
13/02/2018 14:00,1518530400,7010.62,7086.87,7042.13,7045,48.37924443
13/02/2018 15:00,1518534000,6928.84,7045.01,7045,6936.02,63.22312568
13/02/2018 16:00,1518537600,6931,6986,6931,6971,54.18409385
13/02/2018 17:00,1518541200,6965.77,7028.54,6971,7025.43,31.28197162
13/02/2018 18:00,1518544800,6990,7049.99,7025.43,6990,33.9940745
13/02/2018 19:00,1518548400,6982.5,7023.97,7011.74,7019.79,27.44427237
13/02/2018 20:00,1518552000,7019.78,7089.9,7019.79,7075.04,60.43656809
13/02/2018 21:00,1518555600,6968.88,7075.23,7075.23,6968.89,43.33232186
13/02/2018 22:00,1518559200,6912.18,6988.71,6968.89,6974.62,33.21341153
13/02/2018 23:00,1518562800,6920,6975,6975,6955.09,25.10621038
14/02/2018 00:00,1518566400,6952,7018.99,6952.01,6995,15.52622637
14/02/2018 01:00,1518570000,6900.5,7025.51,6995,6969.52,30.2251985
14/02/2018 02:00,1518573600,6969.52,7030,6969.52,7007.78,18.84133477
14/02/2018 03:00,1518577200,6996.24,7036.5,7004.51,7025.32,16.11100892
14/02/2018 04:00,1518580800,7025.32,7100,7025.32,7090.12,29.27743626
14/02/2018 05:00,1518584400,7072.51,7124,7090.11,7120.07,27.64364513
14/02/2018 06:00,1518588000,7100,7143,7120.08,7100.36,37.44476363
14/02/2018 07:00,1518591600,7100.36,7199,7100.37,7194.31,39.88565981
14/02/2018 08:00,1518595200,7158.84,7200,7194.31,7180.62,53.02410773
14/02/2018 09:00,1518598800,7127.61,7190,7180.78,7140,32.63103736
14/02/2018 10:00,1518602400,7134.15,7184,7140.5,7134.16,42.37276172
14/02/2018 11:00,1518606000,7132,7272.72,7134.15,7269.6,70.59280523
14/02/2018 12:00,1518609600,7260.13,7499,7269.7,7450.03,213.5030406
14/02/2018 13:00,1518613200,7422.46,7594.8,7450.03,7525.01,176.3134636
14/02/2018 14:00,1518616800,7410.15,7525.01,7525.01,7447.29,103.2997683
14/02/2018 15:00,1518620400,7445.54,7567,7447.29,7566.99,84.36338728
14/02/2018 16:00,1518624000,7490,7575,7567,7530.01,83.79037124
14/02/2018 17:00,1518627600,7467.5,7540,7530,7517.75,63.439087
14/02/2018 18:00,1518631200,7500,7566,7517.74,7523.21,69.48625405
14/02/2018 19:00,1518634800,7450,7523.21,7523.21,7452.43,70.378842
14/02/2018 20:00,1518638400,7451.99,7521,7452.43,7488.72,49.91525453
14/02/2018 21:00,1518642000,7456,7529.8,7488.73,7514.6,59.04000693
14/02/2018 22:00,1518645600,7475.01,7621.88,7514.61,7621.87,101.4652676
14/02/2018 23:00,1518649200,7614.36,7687.09,7623.04,7661.21,87.84858799
15/02/2018 00:00,1518652800,7559,7661.21,7661.21,7559,49.25300755
15/02/2018 01:00,1518656400,7559,7614.71,7559.01,7581.08,15.54340359
15/02/2018 02:00,1518660000,7581.07,7791,7581.08,7766.01,35.05125472
15/02/2018 03:00,1518663600,7745.25,7810,7766.01,7773.6,52.16316061
15/02/2018 04:00,1518667200,7765.86,7876.94,7780.69,7874.48,44.57187252
15/02/2018 05:00,1518670800,7808.58,7880,7874.48,7865.03,64.63424019
15/02/2018 06:00,1518674400,7850,7905,7865.02,7880.01,103.6489071
15/02/2018 07:00,1518678000,7870,7980,7880.01,7976.59,126.9268466
15/02/2018 08:00,1518681600,7950,7988,7976.59,7975.01,152.927958
15/02/2018 09:00,1518685200,7651.8,8083.59,7975,7825.16,175.0374967
15/02/2018 10:00,1518688800,7616.09,7900,7824.97,7833.31,178.7164936
15/02/2018 11:00,1518692400,7750.99,7921.27,7833.31,7799,108.3244646
15/02/2018 12:00,1518696000,7791.05,7899,7799,7860,73.48891298
15/02/2018 13:00,1518699600,7777,7861.32,7860,7820,61.81793699
15/02/2018 14:00,1518703200,7812.7,7960.49,7820,7957.3,86.7789221
15/02/2018 16:00,1518706800,7904.75,7969,7957.29,7939.8,61.62601818
15/02/2018 17:00,1518710400,7904,7980.85,7939.8,7980.49,56.36701064
15/02/2018 18:00,1518714000,7938.3,8170,7980.5,8157.44,159.4128243
15/02/2018 19:00,1518717600,8060.01,8276,8160,8136.68,193.2438181
15/02/2018 20:00,1518721200,8125,8220,8136.68,8190.02,112.4069637
15/02/2018 21:00,1518724800,8081.42,8209,8190.02,8168.77,113.5128118
15/02/2018 22:00,1518728400,7950,8167.37,8167.37,7971.89,89.13464757
15/02/2018 23:00,1518732000,7960.8,8171.41,7971.87,8120.64,81.97565521
16/02/2018 00:00,1518735600,8101,8171.41,8120.65,8107.93,41.51972152
16/02/2018 01:00,1518739200,8100,8217.6,8103.81,8217.39,41.22270935
16/02/2018 02:00,1518742800,8175.02,8221,8217.39,8221,23.83045207
16/02/2018 03:00,1518746400,8181,8236,8221.59,8181.01,22.36408673
16/02/2018 04:00,1518750000,8115.08,8199.98,8181.01,8135.08,29.63266052
16/02/2018 05:00,1518753600,8030.01,8135.09,8135.09,8051.2,37.66714044
16/02/2018 06:00,1518757200,8048.2,8163.23,8051.2,8132.25,32.6153633
16/02/2018 07:00,1518760800,7971,8159.99,8132.25,7971,42.66700739
16/02/2018 08:00,1518764400,7900,8020.85,7971.01,7904,106.8276759
16/02/2018 09:00,1518768000,7851,8051.48,7904,8010.88,79.99886622
16/02/2018 10:00,1518771600,7975.47,8029.99,8009.88,7980.01,61.61798093
16/02/2018 11:00,1518775200,7912.14,7984.21,7980,7930,57.48286875
16/02/2018 12:00,1518778800,7860,7935.44,7930.01,7924.77,70.76982709
16/02/2018 13:00,1518782400,7904.4,7965.5,7924,7960.78,65.96619157
16/02/2018 14:00,1518786000,7952.29,8025,7960.79,7961.88,65.62073318
16/02/2018 15:00,1518789600,7961.88,8145,7961.88,8110.01,70.6812235
16/02/2018 16:00,1518793200,8109.12,8150,8110.01,8109.12,55.73410778
16/02/2018 17:00,1518796800,8102,8189,8108.73,8145.02,50.68324993
16/02/2018 18:00,1518800400,8120.5,8160.5,8145.02,8126.95,48.05511043
16/02/2018 19:00,1518804000,8004,8126.95,8126.95,8049,70.24686459
16/02/2018 20:00,1518807600,8037.2,8126.18,8049,8124.4,35.84226181
16/02/2018 21:00,1518811200,8073.8,8124.4,8124.39,8099.67,25.96350389
16/02/2018 22:00,1518814800,8099.99,8149,8100,8141,34.18653847
16/02/2018 23:00,1518818400,8124.88,8200,8141,8200,48.85236832
17/02/2018 00:00,1518822000,8191.27,8230.1,8200,8216.09,43.04039734
17/02/2018 01:00,1518825600,8138.1,8230.1,8216.1,8219.63,27.66071215
17/02/2018 02:00,1518829200,8219.46,8319.86,8219.48,8319,43.92682004
17/02/2018 03:00,1518832800,8320,8443,8320,8379.64,55.38759058
17/02/2018 04:00,1518836400,8382.15,8449,8382.15,8449,18.76695843
17/02/2018 05:00,1518840000,8448.99,8500,8448.99,8500,33.32032789
17/02/2018 06:00,1518843600,8448.68,8544.5,8500,8526.44,28.4772276
17/02/2018 07:00,1518847200,8526.43,8715.37,8526.44,8715.36,74.37685917
17/02/2018 08:00,1518850800,8601.45,8715.37,8715.37,8712.02,88.67743451
17/02/2018 09:00,1518854400,8700,8845,8712.11,8786.07,139.8843331
17/02/2018 10:00,1518858000,8630.47,8839,8786.07,8666.21,102.3445072
17/02/2018 11:00,1518861600,8628.19,8762,8679.76,8674.39,101.4644671
17/02/2018 12:00,1518865200,8674.4,8781.3,8674.4,8760.01,61.64815281
17/02/2018 13:00,1518868800,8756,8836,8760.01,8806.16,66.88138612
17/02/2018 14:00,1518872400,8705.04,8824.25,8806.16,8735.39,63.43246816
17/02/2018 15:00,1518876000,8615,8735.89,8735.39,8684.13,77.36713329
17/02/2018 16:00,1518879600,8659.85,8740.2,8684.13,8732.99,37.38887304
17/02/2018 17:00,1518883200,8725,8795.69,8733,8776.85,47.86893747
17/02/2018 18:00,1518886800,8750,8789.99,8776.84,8761.42,35.97947905
17/02/2018 19:00,1518890400,8730,8771.57,8761.42,8767.52,33.65035976
17/02/2018 20:00,1518894000,8709.1,8769.94,8769,8727.65,29.00593529
17/02/2018 21:00,1518897600,8686.63,8769.27,8727.65,8769,38.12987058
17/02/2018 22:00,1518901200,8760,8780.01,8769.01,8780,27.22613911
17/02/2018 23:00,1518904800,8729.25,8899.95,8780.01,8894.99,67.2443185
18/02/2018 00:00,1518908400,8890,9074,8894.99,9014,102.4359783
18/02/2018 01:00,1518912000,8951.35,9038.25,9023.94,9035,36.4657046
18/02/2018 02:00,1518915600,9035,9199,9038.99,9176.42,93.83007075
18/02/2018 03:00,1518919200,9080,9177.81,9176.42,9080,29.55709029
18/02/2018 04:00,1518922800,8806.67,9084.76,9080.01,8811.31,33.57266966
18/02/2018 05:00,1518926400,8807.49,8944.98,8828.74,8935.71,29.23738552
18/02/2018 06:00,1518930000,8501,8935.72,8935.72,8510.67,58.20813786
18/02/2018 07:00,1518933600,8473.1,8718.45,8522.18,8485.46,62.24676047
18/02/2018 08:00,1518937200,8485.45,8711,8485.45,8667.79,62.0125382
18/02/2018 09:00,1518940800,8410,8667,8667,8410.86,67.34622441
18/02/2018 10:00,1518944400,8196.57,8499.95,8410.9,8203.5,136.0415241
18/02/2018 11:00,1518948000,8201.7,8643,8205,8630.06,146.5146705
18/02/2018 12:00,1518951600,8550,8699.98,8630.05,8657.01,99.87029686
18/02/2018 13:00,1518955200,8501,8657.01,8657.01,8618.93,58.91520878
18/02/2018 14:00,1518958800,8555,8799.98,8618.92,8709.94,91.08046277
18/02/2018 15:00,1518962400,8680.93,8785.32,8709.95,8750.01,37.77248988
18/02/2018 16:00,1518966000,8664.66,8849.98,8750.01,8700.21,63.28441791
18/02/2018 17:00,1518969600,8522.01,8740,8703.64,8584.02,64.12736674
18/02/2018 18:00,1518973200,8597.9,8741.87,8597.91,8738.17,34.65319069
18/02/2018 19:00,1518976800,8618,8740,8738.17,8739.56,47.39263007
18/02/2018 20:00,1518980400,8687.42,8795,8739.55,8770.51,57.3122062
18/02/2018 21:00,1518984000,8720.89,8789.14,8770.5,8749.58,40.8699837
18/02/2018 22:00,1518987600,8616.2,8749.47,8749.47,8714,38.1608275
18/02/2018 23:00,1518991200,8554.5,8714,8713.99,8587.76,37.37361554
19/02/2018 00:00,1518994800,8403,8587.77,8587.77,8442.07,65.52510891
19/02/2018 01:00,1518998400,8403.13,8498,8442.06,8453.37,36.75671145
19/02/2018 02:00,1519002000,8449.2,8600,8453.38,8600,25.16654232
19/02/2018 03:00,1519005600,8465,8613,8610,8566.32,9.90414695
19/02/2018 04:00,1519009200,8528.01,8619.17,8566.31,8555.58,14.27475875
19/02/2018 05:00,1519012800,8538.61,8599.96,8566.14,8575.99,6.68214525
19/02/2018 06:00,1519016400,8470,8575.99,8575.99,8513,22.25327781
19/02/2018 07:00,1519020000,8502.85,8559.66,8513,8540.19,14.18592447
19/02/2018 08:00,1519023600,8540.19,8800,8540.2,8780,67.47925045
19/02/2018 09:00,1519027200,8705.04,8790.1,8780,8776.99,50.97296468
19/02/2018 10:00,1519030800,8712.11,8888,8777,8868.44,78.20950254
19/02/2018 11:00,1519034400,8865.01,8968,8868.44,8869.52,88.41123366
19/02/2018 12:00,1519038000,8817.75,8914.8,8869.52,8881.62,49.98422778
19/02/2018 13:00,1519041600,8801,8924.4,8881.62,8826.45,69.91564551
19/02/2018 14:00,1519045200,8811.99,8855,8821.14,8849.99,51.15811105
19/02/2018 15:00,1519048800,8849.97,8909.61,8849.97,8893,44.78180103
19/02/2018 16:00,1519052400,8892.99,9037.13,8893,9011.45,111.9232005
19/02/2018 17:00,1519056000,8952,9092,9011.46,8970,87.39053473
19/02/2018 18:00,1519059600,8819,8971.95,8970.01,8862.28,82.77357083
19/02/2018 19:00,1519063200,8866.9,9018.01,8866.91,9017.99,51.84869461
19/02/2018 20:00,1519066800,8965.89,9056.63,9018,9023.99,61.75953653
19/02/2018 21:00,1519070400,8965.01,9063.7,9024,9063.7,58.39107848
19/02/2018 22:00,1519074000,8930.92,9065,9064.91,8995.52,85.85807726
19/02/2018 23:00,1519077600,8965,9030,8994.59,8993.79,38.32491877
20/02/2018 00:00,1519081200,8984,9040.99,8993.79,9030.85,28.53921555
20/02/2018 01:00,1519084800,9025.64,9174.99,9036.97,9174.97,96.26623813
20/02/2018 02:00,1519088400,9160.1,9225,9174.99,9225,62.91119219
20/02/2018 03:00,1519092000,9151.8,9249.5,9225,9175,33.61221631
20/02/2018 04:00,1519095600,9134.99,9242.08,9175,9205.47,14.78786343
20/02/2018 05:00,1519099200,9180,9244.38,9205.47,9204.83,27.52677509
20/02/2018 06:00,1519102800,9175,9233.15,9204.84,9223.88,28.53992893
20/02/2018 07:00,1519106400,9223.87,9340,9223.87,9331.86,67.30489116
20/02/2018 08:00,1519110000,9330.65,9459,9330.65,9414.08,100.8814785
20/02/2018 09:00,1519113600,9216.78,9420,9414.07,9270.01,131.4737603
20/02/2018 10:00,1519117200,9111,9270.01,9270,9259.18,136.067933
20/02/2018 11:00,1519120800,9201.12,9300.7,9258.47,9294.29,103.3896106
20/02/2018 12:00,1519124400,9250,9344,9294.3,9328.06,62.15168868
20/02/2018 13:00,1519128000,9328.05,9380,9328.06,9333.33,63.47717903
20/02/2018 14:00,1519131600,9311.26,9427.18,9331.24,9396.13,64.31044773
20/02/2018 15:00,1519135200,9342,9423.49,9396.15,9385.01,67.54941683
20/02/2018 16:00,1519138800,9306.2,9385.01,9385,9380,82.89593518
20/02/2018 17:00,1519142400,9379.99,9441,9380,9421.01,83.31152187
20/02/2018 18:00,1519146000,9421,9543.42,9421.01,9533.03,98.61505094
20/02/2018 19:00,1519149600,9460.1,9570,9533.02,9516.01,92.93985658
20/02/2018 20:00,1519153200,9415.85,9535,9517.55,9501,93.75924713
20/02/2018 21:00,1519156800,9475.01,9547.5,9501,9546.5,60.01317239
20/02/2018 22:00,1519160400,9504,9550.94,9546.5,9530,74.61879885
20/02/2018 23:00,1519164000,9175.55,9573.79,9530,9315.47,112.5096316
21/02/2018 00:00,1519167600,9026.01,9360,9342.13,9150.6,139.7770354
21/02/2018 01:00,1519171200,8830,9150.6,9150.6,9030.69,128.8984341
21/02/2018 02:00,1519174800,8993.97,9221.45,9030.68,9111.21,65.38205055
21/02/2018 03:00,1519178400,8910,9106.91,9098.44,9009.84,35.06182844
21/02/2018 04:00,1519182000,8900.26,9108.06,9009.83,8912.81,29.0566708
21/02/2018 05:00,1519185600,8778.99,8952,8912.81,8805.3,49.22998981
21/02/2018 06:00,1519189200,8763.01,8945.72,8805.31,8855.01,48.74463563
