DateTime,Stamp,Open,High,Low,Close,Volume
06/02/2018 15:00,1517929200,5673,6185,5819.43,5960,246.3859763
06/02/2018 16:00,1517932800,5553.27,6060.16,5960,5749.99,201.2325403
06/02/2018 17:00,1517936400,5342.38,5750,5750,5627.68,149.0114033
06/02/2018 18:00,1517940000,5620.2,5819.41,5628.71,5815.17,151.0310748
06/02/2018 19:00,1517943600,5812.34,6222,5815.18,6167.9,185.6308664
06/02/2018 20:00,1517947200,6050,6399,6159.83,6088.81,225.9573267
06/02/2018 21:00,1517950800,6084.89,6500,6093.21,6381,226.193959
06/02/2018 22:00,1517954400,6100,6385.63,6381,6205.51,146.9708705
06/02/2018 23:00,1517958000,6120.73,6362.49,6205.51,6230.01,121.9516138
07/02/2018 00:00,1517961600,6017,6300,6230.01,6109.91,105.4498074
07/02/2018 01:00,1517965200,6080.58,6227.37,6109.9,6152.68,34.61656096
07/02/2018 02:00,1517968800,5880,6230,6152.68,5935.9,38.79919225
07/02/2018 03:00,1517972400,5828.57,5991.5,5947.27,5896.3,32.07382022
07/02/2018 04:00,1517976000,5829.88,6104,5894.11,6061.59,33.66958493
07/02/2018 05:00,1517979600,5950,6124.58,6061.58,6037.86,44.35629011
07/02/2018 06:00,1517983200,5909.19,6073.21,6040,6073.21,48.48936728
07/02/2018 07:00,1517986800,6000,6352.4,6076.98,6305.11,149.9256607
07/02/2018 08:00,1517990400,6207.99,6380,6305.11,6245.04,148.7320521
07/02/2018 09:00,1517994000,6245.03,6562.14,6245.04,6538.05,192.0183259
07/02/2018 10:00,1517997600,6486,6890,6538.05,6850.01,230.8395304
07/02/2018 11:00,1518001200,6605.62,6955,6834.35,6820.82,200.7762585
07/02/2018 12:00,1518004800,6668.02,6980,6820.82,6949.42,136.0178026
07/02/2018 13:00,1518008400,6860.02,7148.99,6944,6883.12,240.8383192
07/02/2018 14:00,1518012000,6594.99,6997.12,6883.12,6781.3,163.7502205
07/02/2018 15:00,1518015600,6607,6905,6782,6757.29,124.1380921
07/02/2018 16:00,1518019200,6501,6800,6757.29,6541.6,151.1439276
07/02/2018 17:00,1518022800,6541.6,6920.81,6541.61,6879.99,134.5130055
07/02/2018 18:00,1518026400,6801,6989,6879.9,6803.98,100.0247231
07/02/2018 19:00,1518030000,6630.66,6803.89,6801,6729.01,82.82250497
07/02/2018 20:00,1518033600,6587.04,6767.52,6729.01,6689.73,109.1003421
07/02/2018 21:00,1518037200,6603,6801.83,6720,6647.81,74.48048529
07/02/2018 22:00,1518040800,6321.83,6645.9,6645.9,6399.01,132.1627724
07/02/2018 23:00,1518044400,6151,6399.01,6399,6167.28,141.3582518
08/02/2018 00:00,1518048000,6167.28,6450,6167.28,6284.51,84.93459244
08/02/2018 01:00,1518051600,6189.58,6499,6284.52,6424.91,58.24204788
08/02/2018 02:00,1518055200,6424.91,6648.16,6424.91,6555.77,56.53952696
08/02/2018 03:00,1518058800,6415.86,6610,6555.86,6550.02,20.15052169
08/02/2018 04:00,1518062400,6522.85,6700,6550,6690.57,31.5586035
08/02/2018 05:00,1518066000,6550,6700,6690.57,6566.39,31.26716043
08/02/2018 06:00,1518069600,6325.92,6593.13,6566.39,6550,51.03311559
08/02/2018 07:00,1518073200,6524.36,6850,6550,6840.74,77.12164073
08/02/2018 08:00,1518076800,6704.42,6884.65,6837.43,6794,101.0827058
08/02/2018 09:00,1518080400,6715.02,6841.08,6794,6841.08,87.74923963
08/02/2018 10:00,1518084000,6809.99,7089.88,6841.08,7021.86,142.858974
08/02/2018 11:00,1518087600,6918.59,7050,7021.86,6995.72,88.92898064
08/02/2018 12:00,1518091200,6862.14,7124.21,6995.72,7087.17,112.8048199
08/02/2018 13:00,1518094800,6936.32,7099.19,7081.99,6936.32,80.63413317
08/02/2018 14:00,1518098400,6855,6972.04,6938.5,6932,108.3769855
08/02/2018 15:00,1518102000,6756.57,6940.58,6931.99,6790.01,81.33685934
08/02/2018 16:00,1518105600,6695,6855.28,6790,6823.15,90.60469584
08/02/2018 17:00,1518109200,6667,6812.44,6811.56,6691.8,89.91140422
08/02/2018 18:00,1518112800,6580,6770.59,6674.5,6727.31,77.60859695
08/02/2018 19:00,1518116400,6714.61,6947,6727.32,6880.14,119.802657
08/02/2018 20:00,1518120000,6786.17,6883.84,6880.14,6792.11,60.49033239
08/02/2018 21:00,1518123600,6701,6856.79,6792.11,6740,76.2993588
08/02/2018 22:00,1518127200,6688,6843.99,6740.01,6756.97,88.30862279
08/02/2018 23:00,1518130800,6710.11,6798.35,6756.98,6768.09,59.6516859
09/02/2018 00:00,1518134400,6510,6772.7,6768.1,6529.97,79.32149995
09/02/2018 01:00,1518138000,6408.54,6580,6536.94,6558.55,85.19728557
09/02/2018 02:00,1518141600,6530.54,6690,6554.85,6656.12,37.22493524
09/02/2018 03:00,1518145200,6525,6670.77,6656.13,6634.32,19.89957552
09/02/2018 04:00,1518148800,6446.92,6637.35,6637.34,6480.19,31.22481774
09/02/2018 05:00,1518152400,6400,6496.1,6479.67,6488.01,56.0839218
09/02/2018 06:00,1518156000,6450,6585.76,6488.01,6570.01,61.13328288
09/02/2018 07:00,1518159600,6558.38,6660,6570.01,6585.76,85.97782453
09/02/2018 08:00,1518163200,6456.99,6625.99,6591,6610.11,75.74920571
09/02/2018 09:00,1518166800,6594.1,6836,6605,6772.21,100.6659509
09/02/2018 10:00,1518170400,6689.92,6839.41,6772.21,6741.2,50.55313377
09/02/2018 11:00,1518174000,6725,6845,6741.2,6797,51.69193803
09/02/2018 12:00,1518177600,6744,6797.01,6797.01,6749.5,56.42870152
09/02/2018 13:00,1518181200,6744,6791.85,6749.5,6770,42.5203209
09/02/2018 14:00,1518184800,6769.99,6920,6770,6857.65,98.75768512
09/02/2018 15:00,1518188400,6801,6898.1,6857.65,6827.44,56.79476568
09/02/2018 16:00,1518192000,6819,6889,6826.76,6855.22,47.56891035
09/02/2018 17:00,1518195600,6860.99,7090,6861,7047.1,152.850754
09/02/2018 18:00,1518199200,7004.83,7150,7047.1,7038.93,108.3966168
09/02/2018 19:00,1518202800,7038.92,7125,7040,7072,75.35851106
09/02/2018 20:00,1518206400,6956.49,7138,7067,6960.1,86.35310215
09/02/2018 21:00,1518210000,6910.69,7046.26,6969.99,7012.03,71.18356372
09/02/2018 22:00,1518213600,6921,7021.01,7012.02,7005.94,46.86400668
09/02/2018 23:00,1518217200,7005.94,7119.7,7005.94,7087.76,46.7157076
10/02/2018 00:00,1518220800,7034.8,7278.88,7087.76,7270.9,90.42056537
10/02/2018 01:00,1518224400,7180,7300,7270.89,7205,75.15192514
10/02/2018 02:00,1518228000,7180,7307,7205.01,7280,35.11559247
10/02/2018 03:00,1518231600,7240.02,7328,7280,7269.62,27.31090965
10/02/2018 04:00,1518235200,7150.96,7285.5,7269.62,7207.79,25.3443847
10/02/2018 05:00,1518238800,7200.29,7297.47,7209.4,7264.9,19.60983384
10/02/2018 06:00,1518242400,7251.18,7394.28,7264.9,7394.28,56.94425269
10/02/2018 07:00,1518246000,7334,7442.85,7394.28,7389,115.0702721
10/02/2018 08:00,1518249600,7129.99,7389.01,7389.01,7162.22,118.499806
10/02/2018 09:00,1518253200,7127,7257,7162.22,7127.9,97.49174554
10/02/2018 10:00,1518256800,7050,7174.17,7138.79,7050,70.00904274
10/02/2018 11:00,1518260400,7038.32,7160,7066.1,7143.24,51.07889632
10/02/2018 12:00,1518264000,7050,7149,7143.24,7100.14,46.59941576
10/02/2018 13:00,1518267600,7100.13,7200,7100.14,7179.49,60.49377349
10/02/2018 14:00,1518271200,7074.43,7229.71,7176.04,7084.46,50.18396292
10/02/2018 15:00,1518274800,6840,7104.84,7080.5,6873.07,87.56745262
10/02/2018 16:00,1518278400,6802,6973.84,6873.07,6843.19,81.23430015
10/02/2018 17:00,1518282000,6841.02,6997.91,6855.93,6966,56.60897496
10/02/2018 18:00,1518285600,6850.88,6966.01,6966.01,6850.89,46.90043312
10/02/2018 19:00,1518289200,6810,6929.91,6850.88,6924.95,47.34140067
10/02/2018 20:00,1518292800,6735.27,6924.95,6924.94,6748.29,52.12288114
10/02/2018 21:00,1518296400,6700,6832.26,6747.41,6772.96,63.36505098
10/02/2018 22:00,1518300000,6772.95,7050.57,6772.96,7030.01,85.64711569
10/02/2018 23:00,1518303600,6970,7046,7030.01,7020,32.8490116
11/02/2018 00:00,1518307200,6853.03,7020,7020,6896,46.23228307
11/02/2018 01:00,1518310800,6716.97,6894.13,6894.12,6816.1,33.68966753
11/02/2018 02:00,1518314400,6751.55,6824.13,6815.1,6773.56,12.00233836
11/02/2018 03:00,1518318000,6616,6773.56,6773.56,6648.1,66.01811695
11/02/2018 04:00,1518321600,6601,6734.06,6648.1,6602.51,27.61309108
11/02/2018 05:00,1518325200,6600,6710.02,6602.51,6700,26.40554347
11/02/2018 06:00,1518328800,6567.45,6697.2,6697.2,6644.97,39.81311262
11/02/2018 07:00,1518332400,6510,6643.29,6641.38,6519.99,46.03967187
11/02/2018 08:00,1518336000,6430,6528.98,6517.63,6522.26,86.01574269
11/02/2018 09:00,1518339600,6430,6699.82,6522.26,6685.59,84.96382557
11/02/2018 10:00,1518343200,6544.91,6699.7,6685.59,6600,45.72065182
11/02/2018 11:00,1518346800,6517.51,6710,6583.05,6709.8,72.6398879
11/02/2018 12:00,1518350400,6665,6865.73,6709.79,6787.46,81.99657323
11/02/2018 13:00,1518354000,6752,6856.1,6787.46,6811.7,49.99133885
11/02/2018 14:00,1518357600,6767.02,6938.88,6811.7,6938.87,64.82448379
11/02/2018 15:00,1518361200,6845.27,6939.2,6938.88,6899.08,34.25684695
11/02/2018 16:00,1518364800,6771.1,6934.97,6899.87,6812.26,56.58911403
11/02/2018 17:00,1518368400,6692.03,6850,6812.26,6700,41.21209635
11/02/2018 18:00,1518372000,6694.95,6813.31,6700,6813.31,44.18424734
11/02/2018 19:00,1518375600,6760,6879.16,6813.31,6799.25,35.99048003
11/02/2018 20:00,1518379200,6708.98,6802.54,6799.26,6743,27.1771825
11/02/2018 21:00,1518382800,6725,6827.88,6737.76,6787.94,26.66374443
11/02/2018 22:00,1518386400,6763.3,6823.1,6800.57,6797.89,19.60797917
11/02/2018 23:00,1518390000,6601,6797.89,6797.89,6629.98,63.07457364
12/02/2018 00:00,1518393600,6612,6773,6626.38,6706.74,37.25930141
12/02/2018 01:00,1518397200,6662.46,6850,6706.75,6802.85,28.66328361
12/02/2018 02:00,1518400800,6759.52,6930,6804.49,6930,28.38958334
12/02/2018 03:00,1518404400,6840.02,6931,6927.56,6877.26,18.10266493
12/02/2018 04:00,1518408000,6876.09,6933,6876.09,6903.49,9.54404338
12/02/2018 05:00,1518411600,6803.65,6912.21,6906.7,6825.69,14.77423195
12/02/2018 06:00,1518415200,6825.69,6899.99,6825.7,6867.48,11.78286874
12/02/2018 07:00,1518418800,6842.03,6946.5,6867.48,6918.86,39.64804516
12/02/2018 08:00,1518422400,6918.85,7155.72,6918.86,7131.77,96.97595727
12/02/2018 09:00,1518426000,7095,7170,7131.86,7166.12,62.23187314
12/02/2018 10:00,1518429600,7133.61,7194,7166.11,7187.89,84.88722511
12/02/2018 11:00,1518433200,7025.11,7190,7188,7046.03,88.82287193
12/02/2018 12:00,1518436800,7046.02,7159.9,7046.02,7133.57,50.26725811
12/02/2018 13:00,1518440400,7050,7150,7133.58,7094.65,45.17639966
12/02/2018 14:00,1518444000,6984.92,7102.8,7094.66,7005,62.84222025
12/02/2018 15:00,1518447600,7005,7099,7005,7081.5,41.25397231
12/02/2018 16:00,1518451200,7060.02,7136.13,7081.5,7100,44.44962005
12/02/2018 17:00,1518454800,7060,7150,7099.97,7147.55,41.59877051
12/02/2018 18:00,1518458400,7059.8,7147.55,7147.54,7073.3,45.8369991
12/02/2018 19:00,1518462000,7070.58,7151,7080.95,7150.99,57.85756524
12/02/2018 20:00,1518465600,7127.82,7213.09,7151,7200,103.9577098
12/02/2018 21:00,1518469200,7160,7210,7200,7184.99,52.23387561
12/02/2018 22:00,1518472800,7125,7200,7184.98,7200,36.90410659
12/02/2018 23:00,1518476400,7162.68,7290,7200,7202.59,75.64305608
13/02/2018 00:00,1518480000,7171.75,7250,7208.48,7220,24.65306986
13/02/2018 01:00,1518483600,7131,7229,7221.99,7131,21.63013958
13/02/2018 02:00,1518487200,7086.18,7131.01,7131.01,7115.42,17.24544337
13/02/2018 03:00,1518490800,7100.91,7163.7,7115.42,7150.95,10.88794867
